倉橋島,くらはしじま,Kurahasijima,倉橋島,34.126548,132.521536,広島県,呉市,HRS,KR,HRS_KR_KURAHASIJIMA
鹿島,かしま,Kasima,鹿島(呉市),34.052627,132.528893,広島県,呉市,HRS,KR,HRS_KR_KASIMA
厳島,いつくしま,Itsukusima,厳島,34.273211,132.305249,広島県,廿日市市,HRS,HTK,HRS_HTK_ITSUKUSIMA
阿多田島,あたたじま,Atatajima,阿多田島,34.192183,132.307712,広島県,大竹市,HRS,OTK,HRS_OTK_ATATAJIMA
端島,はしま,Hashima,端島,34.032443,132.385231,山口県,岩国市,YMGC,IWK,YMGC_IWK_HASHIMA
柱島,はしらじま,Hashirajima,柱島,34.018285,132.415961,山口県,岩国市,YMGC,IWK,YMGC_IWK_HASHIRAJIMA
黒島,くろしま,Kuroshima,黒島(岩国市),33.996732,132.332228,山口県,岩国市,YMGC,IWK,YMGC_IWK_KUROSHIMA
屋代島,やしろじま,Yashirojima,屋代島,33.910327,132.216332,山口県,周防大島町,YMGC,SOO,YMGC_SOO_YASHIROJIMA
笠佐島,かささじま,Kasasajima,笠佐島,33.94361,132.160975,山口県,周防大島町,YMGC,SOO,YMGC_SOO_KASASAJIMA
前島,まえじま,Maejima,前島(周防大島町),34.003248,132.264596,山口県,周防大島町,YMGC,SOO,YMGC_SOO_MAEJIMA
浮島,うかしま,Ukashima,浮島,33.951265,132.347101,山口県,周防大島町,YMGC,SOO,YMGC_SOO_UKASHIMA
情島,なさけじま,Nasakejima,情島(周防大島町),33.960645,132.473685,山口県,周防大島町,YMGC,SOO,YMGC_SOO_NASAKEJIMA
沖家室島,おきかむろじま,Okikamurojima,沖家室島,33.853369,132.361864,山口県,周防大島町,YMGC,SOO,YMGC_SOO_OKIKAMUROJIMA
平郡島,へいぐんとう,Heigunto,平郡島,33.790809,132.221445,山口県,柳井市,YMGC,YNI,YMGC_YNI_HEIGUNTO
長島,ながしま,Nagashima,長島(上関町),33.835378,132.093018,山口県,上関町,YMGC,KMN,YMGC_KMN_NAGASHIMA
八島,やしま,Yashima,八島,33.724,132.14492,山口県,上関町,YMGC,KMN,YMGC_KMN_YASHIMA
祝島,いわいしま,Iwaishima,祝島,33.783654,131.974195,山口県,上関町,YMGC,KMN,YMGC_KMN_IWAISHIMA
佐合島,さごうじま,Sagojima,佐合島,33.872032,132.065811,山口県,平生町,YMGC,HRO,YMGC_HRO_SAGOJIMA
馬島,うましま,Umashima,馬島(田布施町),33.893691,132.049728,山口県,田布施町,YMGC,TBS,YMGC_TBS_UMASHIMA
牛島,うしま,Usima,牛島(光市),33.85589,132.016309,山口県,光市,YMGC,HKR,YMGC_HKR_USIMA
笠戸島,かさどしま,Kadadojima,笠戸島,33.948554,131.837721,山口県,下松市,YMGC,KDM,YMGC_KDM_KADADOJIMA
粭島,すくもじま,Sukumojima,粭島,33.978818,131.761891,山口県,周南市,YMGC,SYN,YMGC_SYN_SUKUMOJIMA
大津島,おおづしま,Ohdushima,大津島,34.00607,131.707129,山口県,周南市,YMGC,SYN,YMGC_SYN_OHDUSHIMA
野島,のしま,Noshima,野島,33.94334,131.697166,山口県,防府市,YMGC,HUF,YMGC_HUF_NOSHIMA
向島,むこうじま,Mukojima,向島(防府市),34.003544,131.576223,山口県,防府市,YMGC,HUF,YMGC_HUF_MUKOJIMA
竹ノ子島,たけのこじま,Takenokojima,竹ノ子島,33.952228,130.877227,山口県,下関市,YMGC,SMN,YMGC_SMN_TAKENOKOJIMA
彦島,ひこしま,Hikoshima,彦島,33.918759,130.91349,山口県,下関市,YMGC,SMN,YMGC_SMN_HIKOSHIMA
見島,みしま,Mishima,見島,34.770023,131.145167,山口県,萩市,YMGC,HG,YMGC_HG_MISHIMA
相島,あいしま,Aishima,相島(萩市),34.508671,131.283367,山口県,萩市,YMGC,HG,YMGC_HG_AISHIMA
櫃島,ひつしま,Hitsushima,櫃島,34.517708,131.38742,山口県,萩市,YMGC,HG,YMGC_HG_HITSUSHIMA
大島,おおしま,Ohshima,大島(萩市),34.498599,131.408709,山口県,萩市,YMGC,HG,YMGC_HG_OHSHIMA
青海島,おおみじま,Ohmijima,青海島,34.428957,131.222167,山口県,長門市,YMGC,NGT,YMGC_NGT_OHMIJIMA
角島,つのしま,Tsunoshima,角島,34.360624,130.875331,山口県,下関市,YMGC,SMN,YMGC_SMN_TSUNOSHIMA
蓋井島,ふたおいじま,Hutaoijima,蓋井島,34.107102,130.779193,山口県,下関市,YMGC,SMN,YMGC_SMN_HUTAOIJIMA
六連島,むつれじま,Mutsurejima,六連島,33.974398,130.863955,山口県,下関市,YMGC,SMN,YMGC_SMN_MUTSUREJIMA
大毛島,おおげしま,Ohgeshima,大毛島,34.196004,134.620763,徳島県,鳴門市,TKS,NRT,TKS_NRT_OHGESHIMA
島田島,しまだじま,Shimadajima,島田島,34.237023,134.604307,徳島県,鳴門市,TKS,NRT,TKS_NRT_SHIMADAJIMA
伊島,いしま,Ishima,伊島,33.847003,134.814281,徳島県,阿南市,TKS,ANN,TKS_ANN_ISHIMA
出羽島,てばじま,Tebajima,出羽島,33.632613,134.42408,徳島県,牟岐町,TKS,MG,TKS_MG_TEBAJIMA
竹ヶ島,たけがしま,Takegashima,竹ヶ島,33.543269,134.317742,徳島県,海陽町,TKS,KIY,TKS_KIY_TAKEGASHIMA
小豆島,しょうどしま,Shodoshima,小豆島,34.514431,134.303542,香川県,小豆島町・土庄町,KGW,,KGW__SHODOSHIMA
沖之島,おきのしま,Okinoshima,沖之島(土庄町),34.519997,134.161331,香川県,土庄町,KGW,TNS,KGW_TNS_OKINOSHIMA
小豊島,おでしま,Odeshima,小豊島,34.47673,134.117417,香川県,土庄町,KGW,TNS,KGW_TNS_ODESHIMA
豊島,てしま,Teshima,豊島(土庄町),34.481483,134.072258,香川県,土庄町,KGW,TNS,KGW_TNS_TESHIMA
直島,なおしま,Naoshima,直島,34.45978,133.995641,香川県,直島町,KGW,NOS,KGW_NOS_NAOSHIMA
向島,むかえじま,Mukaejima,向島(直島町),34.467251,134.002058,香川県,直島町,KGW,NOS,KGW_NOS_MUKAEJIMA
屏風島,びょうぶしま,Byobushima,屏風島,34.499416,133.971686,香川県,直島町,KGW,NOS,KGW_NOS_BYOBUSHIMA
大島,おおしま,Ohshima,大島(高松市),34.406582,134.106725,香川県,高松市,KGW,TKM,KGW_TKM_OHSHIMA
男木島,おぎじま,Ogijima,男木島,34.426397,134.060367,香川県,高松市,KGW,TKM,KGW_TKM_OGIJIMA
女木島,めぎじま,Megijima,女木島,34.394843,134.050852,香川県,高松市,KGW,TKM,KGW_TKM_MEGIJIMA
櫃石島,ひついしじま,Hitsuishijima,櫃石島,34.421571,133.803998,香川県,坂出市,KGW,SKI,KGW_SKI_HITSUISHIJIMA
岩黒島,いわくろじま,Iwakurojima,岩黒島,34.406249,133.809378,香川県,坂出市,KGW,SKI,KGW_SKI_IWAKUROJIMA
与島,よしま,Yoshima,与島,34.387611,133.817148,香川県,坂出市,KGW,SKI,KGW_SKI_YOSHIMA
小与島,こよしま,Koyoshima,小与島,34.391839,133.830294,香川県,坂出市,KGW,SKI,KGW_SKI_KOYOSHIMA
牛島,うしじま,Ushijima,牛島(丸亀市),34.359763,133.778885,香川県,丸亀市,KGW,MRG,KGW_MRG_USHIJIMA
本島,ほんじま,Honjima,本島,34.386514,133.769315,香川県,丸亀市,KGW,MRG,KGW_MRG_HONJIMA
広島,ひろしま,Hiroshima,広島,34.374984,133.709457,香川県,丸亀市,KGW,MRG,KGW_MRG_HIROSHIMA
手島,てしま,Teshima,手島,34.399873,133.668712,香川県,丸亀市,KGW,MRG,KGW_MRG_TESHIMA
小手島,おてしま,Oteshima,小手島,34.376903,133.649526,香川県,丸亀市,KGW,MRG,KGW_MRG_OTESHIMA
高見島,たかみじま,Takamijima,高見島,34.316717,133.673507,香川県,多度津町,KGW,TDT,KGW_TDT_TAKAMIJIMA
佐柳島,さなぎじま,Sanagijima,佐柳島,34.342534,133.625534,香川県,多度津町,KGW,TDT,KGW_TDT_SANAGIJIMA
粟島,あわしま,Awashima,粟島(三豊市),34.265934,133.625534,香川県,三豊市,KGW,MTY,KGW_MTY_AWASHIMA
志々島,ししじま,Shishijima,志々島,34.271205,133.677104,香川県,三豊市,KGW,MTY,KGW_MTY_SHISHIJIMA
伊吹島,いぶきじま,Ibukijima,伊吹島,34.129716,133.533052,香川県,観音寺市,KGW,KNO,KGW_KNO_IBUKIJIMA
魚島,うおしま,Uoshima,魚島,34.175934,133.317393,愛媛県,上島町,EHM,KMJ,EHM_KMJ_UOSHIMA
高井神島,たかいかみしま,Takaikamishima,高井神島,34.188038,133.269074,愛媛県,上島町,EHM,KMJ,EHM_KMJ_TAKAIKAMISHIMA
弓削島,ゆげじま,Yugejima,弓削島,34.275896,133.218288,愛媛県,上島町,EHM,KMJ,EHM_KMJ_YUGEJIMA
佐島,さしま,Sashima,佐島,34.237573,133.186823,愛媛県,上島町,EHM,KMJ,EHM_KMJ_SASHIMA
生名島,いきなじま,Ikinajima,生名島,34.265654,133.179559,愛媛県,上島町,EHM,KMJ,EHM_KMJ_IKINAJIMA
岩城島,いわぎじま,Iwagijima,岩城島,34.260221,133.150494,愛媛県,上島町,EHM,KMJ,EHM_KMJ_IWAGIJIMA
赤穂根島,あかほねじま,Akahonejima,赤穂根島,34.239081,133.162606,愛媛県,今治市,EHM,IMB,EHM_IMB_AKAHONEJIMA
大三島,おおみしま,Ohmishima,大三島,34.244366,133.009772,愛媛県,今治市,EHM,IMB,EHM_IMB_OHMISHIMA
伯方島,はかたじま,Hakatajima,伯方島,34.213042,133.092311,愛媛県,今治市,EHM,IMB,EHM_IMB_HAKATAJIMA
鵜島,うしま,Ushima,鵜島,34.188544,133.088673,愛媛県,今治市,EHM,IMB,EHM_IMB_USHIMA
大島,おおしま,Ohshima,大島(今治市),34.164611,133.068049,愛媛県,今治市,EHM,IMB,EHM_IMB_OHSHIMA
津島,つしま,Tsushima,津島,34.152026,132.997623,愛媛県,今治市,EHM,IMB,EHM_IMB_TSUSHIMA
岡村島,おかむらじま,Okamurajima,岡村島,34.188892,132.880841,愛媛県,今治市,EHM,IMB,EHM_IMB_OKAMURAJIMA
小大下島,こおげしま,Koogeshima,小大下島,34.190182,132.90154,愛媛県,今治市,EHM,IMB,EHM_IMB_KOOGESHIMA
大下島,おおげしま,Ohgeshima,大下島,34.192685,132.924665,愛媛県,今治市,EHM,IMB,EHM_IMB_OHGESHIMA
来島,くるしま,Kurushima,来島,34.124709,132.979393,愛媛県,今治市,EHM,IMB,EHM_IMB_KURUSHIMA
小島,おしま,Oshima,小島(今治市),34.124709,132.979393,愛媛県,今治市,EHM,IMB,EHM_IMB_OSHIMA
馬島,うましま,Umashima,馬島(今治市),34.116955,132.99337,愛媛県,今治市,EHM,IMB,EHM_IMB_UMASHIMA
比岐島,ひきじま,Hikjima,比岐島,34.058149,133.100194,愛媛県,今治市,EHM,IMB,EHM_IMB_HIKJIMA
大島,おおしま,Ohshima,大島(新居浜市),33.998386,133.360841,愛媛県,新居浜市,EHM,NIH,EHM_NIH_OHSHIMA
安居島,あいじま,Aijima,安居島,34.071243,132.705778,愛媛県,松山市,EHM,MTY,EHM_MTY_AIJIMA
興居島,ごごしま,Gogoshima,興居島,33.883688,132.673384,愛媛県,松山市,EHM,MTY,EHM_MTY_GOGOSHIMA
釣島,つるしま,Tsurushima,釣島,33.890396,132.641582,愛媛県,松山市,EHM,MTY,EHM_MTY_TSURUSHIMA
野忽那島,のぐつなじま,Nogutsunajima,野忽那島,33.969383,132.689278,愛媛県,松山市,EHM,MTY,EHM_MTY_NOGUTSUNAJIMA
睦月島,むづきじま,Mudukijima,睦月島,33.964277,132.661154,愛媛県,松山市,EHM,MTY,EHM_MTY_MUDUKIJIMA
中島,なかじま,Nakajima,中島(松山市),33.975178,132.619553,愛媛県,松山市,EHM,MTY,EHM_MTY_NAKAJIMA
怒和島,ぬわじま,Nuwajima,怒和島,33.980306,132.548509,愛媛県,松山市,EHM,MTY,EHM_MTY_NUWAJIMA
津和地島,つわじしま,Tsuwajishima,津和地島,33.9787,132.509271,愛媛県,松山市,EHM,MTY,EHM_MTY_TSUWAJISHIMA
二神島,ふたがみじま,Futagamijima,二神島,33.931694,132.533798,愛媛県,松山市,EHM,MTY,EHM_MTY_FUTAGAMIJIMA
青島,あおしま,Aoshima,青島(大洲市),33.735712,132.481663,愛媛県,大洲市,EHM,OZ,EHM_OZ_AOSHIMA
